citation,title,doi,year,veg_system_id,region,growth_forms,disturbance_type,response_category,scale,scale_detail,var_Condition,var_Diversity,var_Growth,var_Phenology,var_Physiology,ci_U,ci_D,ci_SE,ci_SD,ci_SQ,ci_SR,ci_overall
"Saatkamp, A., Argagnon, O., Noble, V., Finocchiaro, M., & Meineri, E. (2023). Climate change impacts on Mediterranean vegetation are amplified at low altitudes. Global Ecology and Biogeography, 32(7), 1113–1126. https://doi.org/10.1111/geb.13683",Climate change impacts on Mediterranean vegetation are amplified at low altitudes,10.1111/geb.13683,2013,[all vegetation within SIMETHIS database for region of interest],Mediterranean Basin,All,Climatic variation,Diversity,Ecosystem,VegType: montane vegetation,,NL,,,,6,9,4,5,6,0,15
"Santini, L., Craven, D., Rodriguez, D. R. O., Quintilhan, M. T., Gibson-Carpintero, S., Torres, C. A., Roig, F. A., Muñoz, A. A., & Venegas-Gonzalez, A. (2024). Extreme drought triggers parallel shifts in wood anatomical and physiological traits in upper treeline of the Mediterranean Andes. Ecological Processes, 13(1), 10. https://doi.org/10.1186/s13717-024-00486-9",Extreme drought triggers parallel shifts in wood anatomical and physiological traits in upper treeline of the Mediterranean Andes,10.1186/s13717-024-00486-9,2024,Semi-deciduous K. angustifolia woodland,Central Chile,Trees,Drought,"Growth, Physiology",GrowthForm,Trees,,,D,,"D, NL",8,9,5,5,6,1,17
"Santini, L., Craven, D., Rodriguez, D. R. O., Quintilhan, M. T., Gibson-Carpintero, S., Torres, C. A., Roig, F. A., Muñoz, A. A., & Venegas-Gonzalez, A. (2024). Extreme drought triggers parallel shifts in wood anatomical and physiological traits in upper treeline of the Mediterranean Andes. Ecological Processes, 13(1), 10. https://doi.org/10.1186/s13717-024-00486-9",Extreme drought triggers parallel shifts in wood anatomical and physiological traits in upper treeline of the Mediterranean Andes,10.1186/s13717-024-00486-9,2024,Semi-deciduous K. angustifolia woodland,Central Chile,Trees,Drought,"Growth, Physiology",Ecosystem,Community: upper treeline,,,D,,"D, NL",8,9,5,5,6,1,17
"Sanz-Elorza, M., Dana, E. D., González, A., & Sobrino, E. (2003). Changes in the High‐mountain Vegetation of the Central Iberian Peninsula as a Probable Sign of Global Warming. Annals of Botany, 92(2), 273–280. https://doi.org/10.1093/aob/mcg130",Changes in the High‐mountain Vegetation of the Central Iberian Peninsula as a Probable Sign of Global Warming,10.1093/aob/mcg130,2003,Alpine and subalpine vegetation,Mediterranean Basin,Shrubs,Climatic variation,Growth,GrowthForm,Shrubs,,,I,,,2,7,2,4,3,0,9
"Sanz-Elorza, M., Dana, E. D., González, A., & Sobrino, E. (2003). Changes in the High‐mountain Vegetation of the Central Iberian Peninsula as a Probable Sign of Global Warming. Annals of Botany, 92(2), 273–280. https://doi.org/10.1093/aob/mcg130",Changes in the High‐mountain Vegetation of the Central Iberian Peninsula as a Probable Sign of Global Warming,10.1093/aob/mcg130,2003,Alpine and subalpine vegetation,Mediterranean Basin,Shrubs,Climatic variation,Growth,Ecosystem,VegType: high‐mountain vegetation,,,I,,,2,7,2,4,3,0,9
"Sarris, D., Christodoulakis, D., & Körner, C. (2011). Impact of recent climatic change on growth of low elevation eastern Mediterranean forest trees. Climatic Change, 106(2), 203–223. https://doi.org/10.1007/s10584-010-9901-y",Impact of recent climatic change on growth of low elevation eastern Mediterranean forest trees,10.1007/s10584-010-9901-y,2011,Dry habitat Pine forest,Mediterranean Basin,Trees,Climatic variation,Growth,GrowthForm,Trees,,,D,,,6,10,3,6,6,1,16
"Sarris, D., Christodoulakis, D., & Körner, C. (2011). Impact of recent climatic change on growth of low elevation eastern Mediterranean forest trees. Climatic Change, 106(2), 203–223. https://doi.org/10.1007/s10584-010-9901-y",Impact of recent climatic change on growth of low elevation eastern Mediterranean forest trees,10.1007/s10584-010-9901-y,2011,Dry habitat Pine forest,Mediterranean Basin,Trees,Climatic variation,Growth,Ecosystem,VegType: forest,,,D,,,6,10,3,6,6,1,16
"Saura-Mas, S., Bonas, A., & Lloret, F. (2015). Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest. European Journal of Forest Research, 134(2), 261–272. https://doi.org/10.1007/s10342-014-0848-9",Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest,10.1007/s10342-014-0848-9,2015,Holm-oak (Quercus ilex) forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Diversity, Growth",GrowthForm,Shrubs,N,"I, NL",I,,,6,3,6,1,2,0,9
"Saura-Mas, S., Bonas, A., & Lloret, F. (2015). Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest. European Journal of Forest Research, 134(2), 261–272. https://doi.org/10.1007/s10342-014-0848-9",Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest,10.1007/s10342-014-0848-9,2015,Holm-oak (Quercus ilex) forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Diversity, Growth",GrowthForm,Trees,"D, NL",N,"D, I",,,6,3,6,1,2,0,9
"Saura-Mas, S., Bonas, A., & Lloret, F. (2015). Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest. European Journal of Forest Research, 134(2), 261–272. https://doi.org/10.1007/s10342-014-0848-9",Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest,10.1007/s10342-014-0848-9,2015,Holm-oak (Quercus ilex) forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Diversity, Growth",Ecosystem,Community: canopy,D,N,D,,,6,3,6,1,2,0,9
"Saura-Mas, S., Bonas, A., & Lloret, F. (2015). Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest. European Journal of Forest Research, 134(2), 261–272. https://doi.org/10.1007/s10342-014-0848-9",Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest,10.1007/s10342-014-0848-9,2015,Holm-oak (Quercus ilex) forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Diversity, Growth",Ecosystem,Community: understorey,I,I,I,,,6,3,6,1,2,0,9
"Saura-Mas, S., Bonas, A., & Lloret, F. (2015). Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest. European Journal of Forest Research, 134(2), 261–272. https://doi.org/10.1007/s10342-014-0848-9",Plant community response to drought-induced canopy defoliation in a Mediterranean Quercus ilex forest,10.1007/s10342-014-0848-9,2015,Holm-oak (Quercus ilex) forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Diversity, Growth",Species,Quercus ilex,"D, NL",N,"D, I",,,6,3,6,1,2,0,9
"Serra-Maluquer, X., Mencuccini, M., & Martínez-Vilalta, J. (2018). Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula. Oecologia, 187(1), 343–354. https://doi.org/10.1007/s00442-018-4118-2","Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula",10.1007/s00442-018-4118-2,2018,Pine forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",GrowthForm,Trees,,,,,,7,9,4,5,6,1,16
"Serra-Maluquer, X., Mencuccini, M., & Martínez-Vilalta, J. (2018). Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula. Oecologia, 187(1), 343–354. https://doi.org/10.1007/s00442-018-4118-2","Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula",10.1007/s00442-018-4118-2,2018,Pine forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,D,,,7,9,4,5,6,1,16
"Serra-Maluquer, X., Mencuccini, M., & Martínez-Vilalta, J. (2018). Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula. Oecologia, 187(1), 343–354. https://doi.org/10.1007/s00442-018-4118-2","Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula",10.1007/s00442-018-4118-2,2018,Pine forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Pinus sylvestris,D,,D,,,7,9,4,5,6,1,16
"Serra-Maluquer, X., Mencuccini, M., & Martínez-Vilalta, J. (2018). Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula. Oecologia, 187(1), 343–354. https://doi.org/10.1007/s00442-018-4118-2","Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula",10.1007/s00442-018-4118-2,2018,Pine forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Pinus halepensis,D,,D,,,7,9,4,5,6,1,16
"Serra-Maluquer, X., Mencuccini, M., & Martínez-Vilalta, J. (2018). Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula. Oecologia, 187(1), 343–354. https://doi.org/10.1007/s00442-018-4118-2","Changes in tree resistance, recovery and resilience across three successive extreme droughts in the northeast Iberian Peninsula",10.1007/s00442-018-4118-2,2018,Pine forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Pinus nigra,D,,D,,,7,9,4,5,6,1,16
"Shestakova, T. A., Gutiérrez, E., Kirdyanov, A. V., Camarero, J. J., Génova, M., Knorre, A. A., Linares, J. C., Resco de Dios, V., Sánchez-Salguero, R., & Voltas, J. (2016). Forests synchronize their growth in contrasting Eurasian regions in response to climate warming. Proceedings of the National Academy of Sciences, 113(3), 662–667. https://doi.org/10.1073/pnas.1514717113",Forests synchronize their growth in contrasting Eurasian regions in response to climate warming,10.1073/pnas.1514717113,2016,"Boreal forests (Siberia), Mediterranean forests (Spain)",Mediterranean Basin,Trees,Climatic variation,"Growth, Physiology",GrowthForm,Trees,,,D,,D,9,11,6,7,6,1,20
"Shestakova, T. A., Gutiérrez, E., Kirdyanov, A. V., Camarero, J. J., Génova, M., Knorre, A. A., Linares, J. C., Resco de Dios, V., Sánchez-Salguero, R., & Voltas, J. (2016). Forests synchronize their growth in contrasting Eurasian regions in response to climate warming. Proceedings of the National Academy of Sciences, 113(3), 662–667. https://doi.org/10.1073/pnas.1514717113",Forests synchronize their growth in contrasting Eurasian regions in response to climate warming,10.1073/pnas.1514717113,2016,"Boreal forests (Siberia), Mediterranean forests (Spain)",Mediterranean Basin,Trees,Climatic variation,"Growth, Physiology",Ecosystem,VegType: forest,,,D,,D,9,11,6,7,6,1,20
"Sicard, P., & Dalstein-Richier, L. (2015). Health and vitality assessment of two common pine species in the context of climate change in southern Europe. Environmental Research, 137, 235–245. https://doi.org/10.1016/j.envres.2014.12.025",Health and vitality assessment of two common pine species in the context of climate change in southern Europe,10.1016/j.envres.2014.12.025,2015,Temperate coniferous forest,Mediterranean Basin,Trees,Climatic variation,Condition,GrowthForm,Trees,D,,,,,7,6,4,3,5,1,13
"Sicard, P., & Dalstein-Richier, L. (2015). Health and vitality assessment of two common pine species in the context of climate change in southern Europe. Environmental Research, 137, 235–245. https://doi.org/10.1016/j.envres.2014.12.025",Health and vitality assessment of two common pine species in the context of climate change in southern Europe,10.1016/j.envres.2014.12.025,2015,Temperate coniferous forest,Mediterranean Basin,Trees,Climatic variation,Condition,Ecosystem,VegType: forest,D,,,,,7,6,4,3,5,1,13
"Sicard, P., & Dalstein-Richier, L. (2015). Health and vitality assessment of two common pine species in the context of climate change in southern Europe. Environmental Research, 137, 235–245. https://doi.org/10.1016/j.envres.2014.12.025",Health and vitality assessment of two common pine species in the context of climate change in southern Europe,10.1016/j.envres.2014.12.025,2015,Temperate coniferous forest,Mediterranean Basin,Trees,Climatic variation,Condition,Species,Pinus halepensis,D,,,,,7,6,4,3,5,1,13
"Sicard, P., & Dalstein-Richier, L. (2015). Health and vitality assessment of two common pine species in the context of climate change in southern Europe. Environmental Research, 137, 235–245. https://doi.org/10.1016/j.envres.2014.12.025",Health and vitality assessment of two common pine species in the context of climate change in southern Europe,10.1016/j.envres.2014.12.025,2015,Temperate coniferous forest,Mediterranean Basin,Trees,Climatic variation,Condition,Species,Pinus cembra,D,,,,,7,6,4,3,5,1,13
"Slingsby, J. A., Merow, C., Aiello-Lammens, M., Allsopp, N., Hall, S., Kilroy Mollmann, H., Turner, R., Wilson, A. M., & Silander, J. A. (2017). Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot. Proceedings of the National Academy of Sciences, 114(18), 4697–4702. https://doi.org/10.1073/pnas.1619014114",Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot,10.1073/pnas.1619014114,2017,Fynbos,"Cape Floristic Region, South Africa","Shrubs, Graminoids, Herbs/forbs","Climatic variation, Fire","Condition, Diversity",GrowthForm,Grasses,D,D,,,,10,9,6,5,7,1,19
"Slingsby, J. A., Merow, C., Aiello-Lammens, M., Allsopp, N., Hall, S., Kilroy Mollmann, H., Turner, R., Wilson, A. M., & Silander, J. A. (2017). Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot. Proceedings of the National Academy of Sciences, 114(18), 4697–4702. https://doi.org/10.1073/pnas.1619014114",Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot,10.1073/pnas.1619014114,2017,Fynbos,"Cape Floristic Region, South Africa","Shrubs, Graminoids, Herbs/forbs","Climatic variation, Fire","Condition, Diversity",GrowthForm,Shrubs,NL,NL,,,,10,9,6,5,7,1,19
"Slingsby, J. A., Merow, C., Aiello-Lammens, M., Allsopp, N., Hall, S., Kilroy Mollmann, H., Turner, R., Wilson, A. M., & Silander, J. A. (2017). Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot. Proceedings of the National Academy of Sciences, 114(18), 4697–4702. https://doi.org/10.1073/pnas.1619014114",Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot,10.1073/pnas.1619014114,2017,Fynbos,"Cape Floristic Region, South Africa","Shrubs, Graminoids, Herbs/forbs","Climatic variation, Fire","Condition, Diversity",GrowthForm,Forbs,D,D,,,,10,9,6,5,7,1,19
"Slingsby, J. A., Merow, C., Aiello-Lammens, M., Allsopp, N., Hall, S., Kilroy Mollmann, H., Turner, R., Wilson, A. M., & Silander, J. A. (2017). Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot. Proceedings of the National Academy of Sciences, 114(18), 4697–4702. https://doi.org/10.1073/pnas.1619014114",Intensifying postfire weather and biological invasion drive species loss in a Mediterranean-type biodiversity hotspot,10.1073/pnas.1619014114,2017,Fynbos,"Cape Floristic Region, South Africa","Shrubs, Graminoids, Herbs/forbs","Climatic variation, Fire","Condition, Diversity",Ecosystem,VegType: fynbos,D,"D, NL",,,,10,9,6,5,7,1,19
"Smithers, B. V., North, M. P., Millar, C. I., & Latimer, A. M. (2018). Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests. Global Change Biology, 24(2), e442–e457. https://doi.org/10.1111/gcb.13881",Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests,10.1111/gcb.13881,2018,Subalpine conifer forest,"California, USA",Trees,Climatic variation,Growth,GrowthForm,Trees,,,NL,,,7,5,4,3,4,1,12
"Smithers, B. V., North, M. P., Millar, C. I., & Latimer, A. M. (2018). Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests. Global Change Biology, 24(2), e442–e457. https://doi.org/10.1111/gcb.13881",Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests,10.1111/gcb.13881,2018,Subalpine conifer forest,"California, USA",Trees,Climatic variation,Growth,Ecosystem,Community: treeline,,,"D, NL",,,7,5,4,3,4,1,12
"Smithers, B. V., North, M. P., Millar, C. I., & Latimer, A. M. (2018). Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests. Global Change Biology, 24(2), e442–e457. https://doi.org/10.1111/gcb.13881",Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests,10.1111/gcb.13881,2018,Subalpine conifer forest,"California, USA",Trees,Climatic variation,Growth,Species,Pinus longaeva,,,NL,,,7,5,4,3,4,1,12
"Smithers, B. V., North, M. P., Millar, C. I., & Latimer, A. M. (2018). Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests. Global Change Biology, 24(2), e442–e457. https://doi.org/10.1111/gcb.13881",Leap frog in slow motion: Divergent responses of tree species and life stages to climatic warming in Great Basin subalpine forests,10.1111/gcb.13881,2018,Subalpine conifer forest,"California, USA",Trees,Climatic variation,Growth,Species,Pinus flexilis,,,NL,,,7,5,4,3,4,1,12
"Steel, E. J., Fontaine, J. B., Ruthrof, K. X., Burgess, T. I., & Hardy, G. E. St. J. (2019). Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. Austral Ecology, 44(8), 1438–1450. https://doi.org/10.1111/aec.12818",Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave,10.1111/aec.12818,2019,NJF,South and/or Southwestern Australia,Trees,Drought,Condition,GrowthForm,Trees,D,,,,,4,5,4,2,3,0,9
"Steel, E. J., Fontaine, J. B., Ruthrof, K. X., Burgess, T. I., & Hardy, G. E. St. J. (2019). Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. Austral Ecology, 44(8), 1438–1450. https://doi.org/10.1111/aec.12818",Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave,10.1111/aec.12818,2019,NJF,South and/or Southwestern Australia,Trees,Drought,Condition,Ecosystem,VegType: forest,D,,,,,4,5,4,2,3,0,9
"Steel, E. J., Fontaine, J. B., Ruthrof, K. X., Burgess, T. I., & Hardy, G. E. St. J. (2019). Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. Austral Ecology, 44(8), 1438–1450. https://doi.org/10.1111/aec.12818",Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave,10.1111/aec.12818,2019,NJF,South and/or Southwestern Australia,Trees,Drought,Condition,Species,Eucalyptus marginata,D,,,,,4,5,4,2,3,0,9
"Steel, E. J., Fontaine, J. B., Ruthrof, K. X., Burgess, T. I., & Hardy, G. E. St. J. (2019). Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. Austral Ecology, 44(8), 1438–1450. https://doi.org/10.1111/aec.12818",Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave,10.1111/aec.12818,2019,NJF,South and/or Southwestern Australia,Trees,Drought,Condition,Species,Corymbia calophylla,D,,,,,4,5,4,2,3,0,9
"Steel, E. J., Fontaine, J. B., Ruthrof, K. X., Burgess, T. I., & Hardy, G. E. St. J. (2019). Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. Austral Ecology, 44(8), 1438–1450. https://doi.org/10.1111/aec.12818",Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave,10.1111/aec.12818,2019,NJF,South and/or Southwestern Australia,Trees,Drought,Condition,Species,Banksia grandis,D,,,,,4,5,4,2,3,0,9
"Steel, E. J., Fontaine, J. B., Ruthrof, K. X., Burgess, T. I., & Hardy, G. E. St. J. (2019). Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. Austral Ecology, 44(8), 1438–1450. https://doi.org/10.1111/aec.12818",Changes in structure of over- and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave,10.1111/aec.12818,2019,NJF,South and/or Southwestern Australia,Trees,Drought,Condition,Species,Allocasuarina fraseriana,D,,,,,4,5,4,2,3,0,9
"Stephenson, N. L., Das, A. J., Ampersee, N. J., Bulaon, B. M., & Yee, J. L. (2019). Which trees die during drought? The key role of insect host-tree selection. Journal of Ecology, 107(5), 2383–2401. https://doi.org/10.1111/1365-2745.13176",Which trees die during drought? The key role of insect host-tree selection,10.1111/1365-2745.13176,2019,Mixed conifer forest,"California, USA",Trees,"Drought, Pathogen/Insect outbreak","Condition, Growth",GrowthForm,Trees,D,,D,,,5,5,4,2,4,0,10
"Stephenson, N. L., Das, A. J., Ampersee, N. J., Bulaon, B. M., & Yee, J. L. (2019). Which trees die during drought? The key role of insect host-tree selection. Journal of Ecology, 107(5), 2383–2401. https://doi.org/10.1111/1365-2745.13176",Which trees die during drought? The key role of insect host-tree selection,10.1111/1365-2745.13176,2019,Mixed conifer forest,"California, USA",Trees,"Drought, Pathogen/Insect outbreak","Condition, Growth",Species,Pinus lambertiana,D,,"D, NL",,,5,5,4,2,4,0,10
"Stephenson, N. L., Das, A. J., Ampersee, N. J., Bulaon, B. M., & Yee, J. L. (2019). Which trees die during drought? The key role of insect host-tree selection. Journal of Ecology, 107(5), 2383–2401. https://doi.org/10.1111/1365-2745.13176",Which trees die during drought? The key role of insect host-tree selection,10.1111/1365-2745.13176,2019,Mixed conifer forest,"California, USA",Trees,"Drought, Pathogen/Insect outbreak","Condition, Growth",Species,Calocedrus decurrens,D,,"D, NL",,,5,5,4,2,4,0,10
"Stephenson, N. L., Das, A. J., Ampersee, N. J., Bulaon, B. M., & Yee, J. L. (2019). Which trees die during drought? The key role of insect host-tree selection. Journal of Ecology, 107(5), 2383–2401. https://doi.org/10.1111/1365-2745.13176",Which trees die during drought? The key role of insect host-tree selection,10.1111/1365-2745.13176,2019,Mixed conifer forest,"California, USA",Trees,"Drought, Pathogen/Insect outbreak","Condition, Growth",Species,Pinus ponderosa,D,,"D, NL",,,5,5,4,2,4,0,10
"Stephenson, N. L., Das, A. J., Ampersee, N. J., Bulaon, B. M., & Yee, J. L. (2019). Which trees die during drought? The key role of insect host-tree selection. Journal of Ecology, 107(5), 2383–2401. https://doi.org/10.1111/1365-2745.13176",Which trees die during drought? The key role of insect host-tree selection,10.1111/1365-2745.13176,2019,Mixed conifer forest,"California, USA",Trees,"Drought, Pathogen/Insect outbreak","Condition, Growth",Species,Quercus kelloggii,D,,D,,,5,5,4,2,4,0,10
"Stephenson, N. L., Das, A. J., Ampersee, N. J., Bulaon, B. M., & Yee, J. L. (2019). Which trees die during drought? The key role of insect host-tree selection. Journal of Ecology, 107(5), 2383–2401. https://doi.org/10.1111/1365-2745.13176",Which trees die during drought? The key role of insect host-tree selection,10.1111/1365-2745.13176,2019,Mixed conifer forest,"California, USA",Trees,"Drought, Pathogen/Insect outbreak","Condition, Growth",Species,Abies concolor,D,,D,,,5,5,4,2,4,0,10
"Storey, E. A., Stow, D. A., Roberts, D. A., O’Leary, J. F., & Davis, F. W. (2021). Evaluating Drought Impact on Postfire Recovery of Chaparral Across Southern California. Ecosystems, 24(4), 806–824. https://doi.org/10.1007/s10021-020-00551-2",Evaluating Drought Impact on Postfire Recovery of Chaparral Across Southern California,10.1007/s10021-020-00551-2,2021,Chaparral,"California, USA",Shrubs,"Drought, Fire",Growth,GrowthForm,Shrubs,,,NL,,,6,8,4,4,6,0,14
"Storey, E. A., Stow, D. A., Roberts, D. A., O’Leary, J. F., & Davis, F. W. (2021). Evaluating Drought Impact on Postfire Recovery of Chaparral Across Southern California. Ecosystems, 24(4), 806–824. https://doi.org/10.1007/s10021-020-00551-2",Evaluating Drought Impact on Postfire Recovery of Chaparral Across Southern California,10.1007/s10021-020-00551-2,2021,Chaparral,"California, USA",Shrubs,"Drought, Fire",Growth,Ecosystem,VegType: chaparral,,,"I, NL",,,6,8,4,4,6,0,14
"Stovall, A. E. L., Shugart, H., & Yang, X. (2019). Tree height explains mortality risk during an intense drought. Nature Communications, 10(1), Article 1. https://doi.org/10.1038/s41467-019-12380-6",Tree height explains mortality risk during an intense drought,10.1038/s41467-019-12380-6,2019,Mixed conifer forest,"California, USA",Trees,Drought,"Condition, Growth, Physiology",GrowthForm,Trees,D,,"D, NL",,D,6,5,4,2,5,0,11
"Syphard, A. D., Brennan, T. J., & Keeley, J. E. (2019). Extent and drivers of vegetation type conversion in Southern California chaparral. Ecosphere, 10(7), e02796. https://doi.org/10.1002/ecs2.2796",Extent and drivers of vegetation type conversion in Southern California chaparral,10.1002/ecs2.2796,2019,Chaparral,"California, USA",Shrubs,Fire,Growth,GrowthForm,Shrubs,,,"D, NL",,,8,7,4,5,5,1,15
"Syphard, A. D., Brennan, T. J., & Keeley, J. E. (2019). Extent and drivers of vegetation type conversion in Southern California chaparral. Ecosphere, 10(7), e02796. https://doi.org/10.1002/ecs2.2796",Extent and drivers of vegetation type conversion in Southern California chaparral,10.1002/ecs2.2796,2019,Chaparral,"California, USA",Shrubs,Fire,Growth,Ecosystem,VegType: chaparral,,,D,,,8,7,4,5,5,1,15
"Tegel, W., Seim, A., Hakelberg, D., Hoffmann, S., Panev, M., Westphal, T., & Büntgen, U. (2014). A recent growth increase of European beech (Fagus sylvatica L.) at its Mediterranean distribution limit contradicts drought stress. European Journal of Forest Research, 133(1), 61–71. https://doi.org/10.1007/s10342-013-0737-7",A recent growth increase of European beech (Fagus sylvatica L.) at its Mediterranean distribution limit contradicts drought stress,10.1007/s10342-013-0737-7,2014,European beech forest,Mediterranean Basin,Trees,Drought,Growth,GrowthForm,Trees,,,NL,,,3,8,0,6,4,1,11
"Tegel, W., Seim, A., Hakelberg, D., Hoffmann, S., Panev, M., Westphal, T., & Büntgen, U. (2014). A recent growth increase of European beech (Fagus sylvatica L.) at its Mediterranean distribution limit contradicts drought stress. European Journal of Forest Research, 133(1), 61–71. https://doi.org/10.1007/s10342-013-0737-7",A recent growth increase of European beech (Fagus sylvatica L.) at its Mediterranean distribution limit contradicts drought stress,10.1007/s10342-013-0737-7,2014,European beech forest,Mediterranean Basin,Trees,Drought,Growth,Ecosystem,VegType: forest,,,NL,,,3,8,0,6,4,1,11
"Tegel, W., Seim, A., Hakelberg, D., Hoffmann, S., Panev, M., Westphal, T., & Büntgen, U. (2014). A recent growth increase of European beech (Fagus sylvatica L.) at its Mediterranean distribution limit contradicts drought stress. European Journal of Forest Research, 133(1), 61–71. https://doi.org/10.1007/s10342-013-0737-7",A recent growth increase of European beech (Fagus sylvatica L.) at its Mediterranean distribution limit contradicts drought stress,10.1007/s10342-013-0737-7,2014,European beech forest,Mediterranean Basin,Trees,Drought,Growth,Species,Fagus sylvatica,,,NL,,,3,8,0,6,4,1,11
"Urrutia-Jalabert, R., Barichivich, J., Szejner, P., Rozas, V., & Lara, A. (2023). Ecophysiological Responses of Nothofagus obliqua Forests to Recent Climate Drying Across the Mediterranean-Temperate Biome Transition in South-Central Chile. Journal of Geophysical Research: Biogeosciences, 128(4), e2022JG007293. https://doi.org/10.1029/2022JG007293", Ecophysiological Responses of Nothofagus obliqua Forests to Recent Climate Drying Across the Mediterranean-Temperate Biome Transition in South-Central Chile,10.1029/2022JG007293,2023,Southern beech forest,Central Chile,Trees,"Climatic variation, Drought",Growth,GrowthForm,Trees,,,NL,,,6,8,3,6,4,1,14
"Urrutia-Jalabert, R., Barichivich, J., Szejner, P., Rozas, V., & Lara, A. (2023). Ecophysiological Responses of Nothofagus obliqua Forests to Recent Climate Drying Across the Mediterranean-Temperate Biome Transition in South-Central Chile. Journal of Geophysical Research: Biogeosciences, 128(4), e2022JG007293. https://doi.org/10.1029/2022JG007293", Ecophysiological Responses of Nothofagus obliqua Forests to Recent Climate Drying Across the Mediterranean-Temperate Biome Transition in South-Central Chile,10.1029/2022JG007293,2023,Southern beech forest,Central Chile,Trees,"Climatic variation, Drought",Growth,Ecosystem,VegType: forest,,,NL,,,6,8,3,6,4,1,14
